,Unnamed: 0,PREFERRED_NAME,SMILES,SIZE,SIZE_CATEGORY,standardized SMILES,INCHIKEY,TSNE1,TSNE2
0,0,PFNA,C(=O)(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,65,big,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,UZUFPBIDKMEQEQ-UHFFFAOYSA-N,-3.460006823,-14.68985137
1,1,PFDA,C(=O)(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,72,big,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,PCIUEQPBYFRTEM-UHFFFAOYSA-N,-6.924393514,-7.807370085
2,2,10:2 FTOH,C(CO)C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,76,big,OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FLXYIZWPNQYPIT-UHFFFAOYSA-N,-9.027759405,4.291637641
3,3,PFOA,C(=O)(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,58,medium,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,SNGREZUHAYWORS-UHFFFAOYSA-N,-10.45084512,-9.564261035
4,4,10:2 monoPAP,C(COP(=O)(O)O)C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,85,big,O=P(O)(O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,MCYKSXMNSXNCIY-UHFFFAOYSA-N,6.881160458252325,-22.96210209
5,5,1:3 FTCA_143,C(C(=O)[O-])(C(F)(F)F)O,23,small,O=C([O-])C(O)C(F)(F)F,BVKGUTLIPHZYCX-UHFFFAOYSA-M,27.415187974697925,16.860958965698742
6,6,1:3 FTCA,C(CC(F)(F)F)C(=O)[O-],21,small,O=C([O-])CCC(F)(F)F,WTUCTMYLCMVYEX-UHFFFAOYSA-M,32.81524751058745,1.7753391081022418
7,7,1:3 FTCA_139,C(=C\C(F)(F)F)/C(=O)[O-],24,small,O=C([O-])C=CC(F)(F)F,QZBAYURFHCTXOJ-UHFFFAOYSA-M,-8.559904857,24.024501495075892
8,8,1:2 FTCA,C(C(=O)[O-])C(F)(F)F,20,small,O=C([O-])CC(F)(F)F,KSNKQSPJFRQSEI-UHFFFAOYSA-M,-18.64149631,5.130945624096902
9,9,1:3 FTCA_157a,C(C(C(=O)[O-])O)C(F)(F)F,24,small,O=C([O-])C(O)CC(F)(F)F,FGKVOERQNLHPOO-UHFFFAOYSA-M,8.815123658403843,-0.393164784
10,10,1:3 FTCA_intermediate1,[CH-](C=O)C(F)(F)F,18,small,O=C[CH-]C(F)(F)F,MAUKTDWQZCNIKE-UHFFFAOYSA-N,16.46749152126529,-17.5195683
11,11,1:3 FTCA_intermediate2,[C-](=O)C(F)(F)F,16,small,O=[C-]C(F)(F)F,PCLJWLCYVVQVRY-UHFFFAOYSA-N,32.19801058994504,2.5608089262794613
12,12,1:3 FTCA_157b,C(C(C(F)(F)F)O)C(=O)[O-],24,small,O=C([O-])CC(O)C(F)(F)F,ASQMUMZEQLWJRC-UHFFFAOYSA-M,32.095904192830886,3.008179943233749
13,13,TFA,C(=O)(C(F)(F)F)[O-],19,small,O=C([O-])C(F)(F)F,DTQVDTLACAAQTR-UHFFFAOYSA-M,-3.413898857,-14.78427793
14,14,1:3 FTCA_intermediate3,C(C(=O)C(F)(F)F)C(=O)[O-],25,small,O=C([O-])CC(=O)C(F)(F)F,LIQBKSIZAXKCPA-UHFFFAOYSA-M,27.399286651215107,16.778741978387313
15,15,1:4 FTCA,C(CC(=O)[O-])CC(F)(F)F,22,small,O=C([O-])CCCC(F)(F)F,RUEXKRNFAABHHU-UHFFFAOYSA-M,32.74954321738865,2.1308327545343437
16,16,1:4 FTCA_169,C(C(=O)CC(F)(F)F)C(=O)[O-],26,small,O=C([O-])CC(=O)CC(F)(F)F,AFWQDTMMYBTEOZ-UHFFFAOYSA-M,-3.449391274,-14.77437504
17,17,1:4 FTCA_153,C(=C\C(=O)[O-])/CC(F)(F)F,25,small,O=C([O-])C=CCC(F)(F)F,DNJNMLSOKFTGMW-UHFFFAOYSA-M,23.115780954123807,-13.73961581
18,18,1:4 FTCA_171,C(C(CC(F)(F)F)O)C(=O)[O-],25,small,O=C([O-])CC(O)CC(F)(F)F,ZLTDHNHHXMDPGA-UHFFFAOYSA-M,-22.52195102,-1.080209538
19,19,1:4 FTCA_intermediate1,[CH-](CC(F)(F)F)C=O,19,small,O=C[CH-]CC(F)(F)F,BRJQPDDEBLTSDW-UHFFFAOYSA-N,-9.792325487,-1.96155602
20,20,E7-Alcohol Intermediate,C(C(F)(F)O)(F)(F)F,18,small,OC(F)(F)C(F)(F)F,NNZZMYIWZFZLHU-UHFFFAOYSA-N,-3.459762262,-14.79444804
21,21,E7-Hemiacetal Intermediate,C(=O)(C(O)OC(C(F)(F)F)(F)F)[O-],31,medium,O=C([O-])C(O)OC(F)(F)C(F)(F)F,REWNQICOKDEAFQ-UHFFFAOYSA-M,-6.513964663,-5.306214833
22,22,Fluoride Ion,[F-],4,small,[F-],KRHYYFGTRYWZRS-UHFFFAOYSA-M,-3.453789377,-14.71718885
23,23,TFA,C(=O)(C(F)(F)F)O,16,small,O=C(O)C(F)(F)F,DTQVDTLACAAQTR-UHFFFAOYSA-N,25.827272633914536,10.391536163176262
24,24,2-(perfluoroethoxy)acetic acid (E7),C(C(=O)[O-])OC(C(F)(F)F)(F)F,28,small,O=C([O-])COC(F)(F)C(F)(F)F,JBAHPWZULBRKNC-UHFFFAOYSA-M,-28.98072444,-17.81426895
25,25,Oxalate,C(=O)(C(=O)[O-])[O-],20,small,O=C([O-])C(=O)[O-],MUBZPKHOEPUJKR-UHFFFAOYSA-L,28.783118049793234,-16.30644352
26,26,E1-Alcohol Intermediate,C(F)(F)(F)O,11,small,OC(F)(F)F,WZCZNEGTXVXAAS-UHFFFAOYSA-N,-3.490428257,-14.80231184
27,27,2-(trifluoromethoxy)acetic acid (E1),C(C(=O)[O-])OC(F)(F)F,21,small,O=C([O-])COC(F)(F)F,CZXZCEUXKFLRHN-UHFFFAOYSA-M,1.2186224667105596,-8.838754664
28,28,E1-Hemiacetal Intermediate,C(=O)(C(O)OC(F)(F)F)[O-],24,small,O=C([O-])C(O)OC(F)(F)F,YSTZMMUZEOJJHF-UHFFFAOYSA-M,7.628065584478488,-5.880231399
29,29,C3a-CoA intermediate4,CC(C)(COP(=O)(O)OP(=O)(O)OC[C]1[C]([C]([C](N2C=NC3=C2N=CN=C3N)O1)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)CC(=O)F)O,111,very big,CC(C)(COP(=O)(O)OP(=O)(O)OC[C]1O[C](n2cnc3c(N)ncnc32)[C](O)[C]1OP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCSC(=O)CC(=O)F,DXZMPGDUJDCXSU-UHFFFAOYSA-N,-10.98774436,6.605676110027199
30,30,C3a-CoA intermediate1,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@H](N2C=NC3=C2N=CN=C3N)O1)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)CC(F)(F)F)O,122,very big,CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCSC(=O)CC(F)(F)F,RVDBCBSNUKXEMD-UHFFFAOYSA-N,-10.86109944,7.417278963129951
31,31,C3a-CoA intermediate2,CC(C)(COP(=O)(O)OP(=O)(O)OC[C]1[C]([C]([C](N2C=NC3=C2N=CN=C3N)O1)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)/C=C(/F)\F)O,114,very big,CC(C)(COP(=O)(O)OP(=O)(O)OC[C]1O[C](n2cnc3c(N)ncnc32)[C](O)[C]1OP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCSC(=O)C=C(F)F,SWOLYPMQXYEIPR-UHFFFAOYSA-N,30.918693933023405,-2.814625518
32,32,Hydrofluoric Acid,F,1,small,F,KRHYYFGTRYWZRS-UHFFFAOYSA-N,-3.490428257,-14.80231184
33,33,C3a-CoA intermediate3,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@H](N2C=NC3=C2N=CN=C3N)O1)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)CC(F)(F)O)O,122,very big,CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCSC(=O)CC(O)(F)F,CKBXUBXXCBZYNN-UHFFFAOYSA-N,-10.79496143,7.425362404805445
34,34,Malonyl-CoA,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@H](N2C=NC3=C2N=CN=C3N)O1)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)CC(=O)[O-])O,123,very big,CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCSC(=O)CC(=O)[O-],LTYOQGRJFJAKNA-UHFFFAOYSA-M,-10.79814607,7.425669592714955
35,35,structure 0000318,C(C(=O)O)C(F)(F)F,17,small,O=C(O)CC(F)(F)F,KSNKQSPJFRQSEI-UHFFFAOYSA-N,21.66544357364307,-0.463967788
36,36,Malonate,C(C(=O)[O-])C(=O)[O-],21,small,O=C([O-])CC(=O)[O-],OFOBLEOULBTSOW-UHFFFAOYSA-L,-3.430883649,-14.79700095
37,37,3-(trifluoromethoxy)propanoic acid (E5),C(COC(F)(F)F)C(=O)[O-],22,small,O=C([O-])CCOC(F)(F)F,HZYSVGCHQALZGI-UHFFFAOYSA-M,-7.818291394,-28.07218988
38,38,E5-Hemiacetal Intermediate,C(C(=O)[O-])C(O)OC(F)(F)F,25,small,O=C([O-])CC(O)OC(F)(F)F,SKRICLUVNMPTHN-UHFFFAOYSA-M,31.461492664508853,-2.391188628
39,39,2:3 FTCA,C(CC(C(F)(F)F)(F)F)C(=O)[O-],28,small,O=C([O-])CCC(F)(F)C(F)(F)F,HHSIXPRDVJARSI-UHFFFAOYSA-M,-4.744274296,-8.680964032
40,40,3:3 FTCA_207a,C(=C(\C(C(F)(F)F)(F)F)/F)/C(=O)[O-],35,medium,O=C([O-])C=C(F)C(F)(F)C(F)(F)F,ZJJJWFMRGDMLHL-UHFFFAOYSA-M,-8.454917479,-21.80785219
41,41,3:3 FTCA_243,C(C(=O)[O-])(C(C(C(F)(F)F)(F)F)(F)F)O,37,medium,O=C([O-])C(O)C(F)(F)C(F)(F)C(F)(F)F,CZCPDRGMDRNIGB-UHFFFAOYSA-M,27.25807446452922,17.742761744092636
42,42,3:3 FTCA_intermediate1,[CH-](C=O)C(C(C(F)(F)F)(F)F)(F)F,32,medium,O=C[CH-]C(F)(F)C(F)(F)C(F)(F)F,OOTZALPUCVRWKL-UHFFFAOYSA-N,21.661331872094603,-14.29755021
43,43,2:2 FTCA,C(C(=O)[O-])C(C(F)(F)F)(F)F,27,small,O=C([O-])CC(F)(F)C(F)(F)F,UVLNQGHDUGHTGV-UHFFFAOYSA-M,-22.63201567,-0.965730469
44,44,3:3 FTCA_239,C(=C\C(C(C(F)(F)F)(F)F)(F)F)/C(=O)[O-],38,medium,O=C([O-])C=CC(F)(F)C(F)(F)C(F)(F)F,KRBNWYYINLFKND-UHFFFAOYSA-M,-4.133505249,24.97692907681839
45,45,3:3 FTCA_257,C(C(C(=O)[O-])O)C(C(C(F)(F)F)(F)F)(F)F,38,medium,O=C([O-])C(O)CC(F)(F)C(F)(F)C(F)(F)F,WUVNXJKIROXZAH-UHFFFAOYSA-M,-35.32274465,-7.066165221
46,46,3:2 FTCA,C(C(=O)[O-])C(C(C(F)(F)F)(F)F)(F)F,34,medium,O=C([O-])CC(F)(F)C(F)(F)C(F)(F)F,NLAGAXIWWHZGCK-UHFFFAOYSA-M,-8.203095185,-7.349719479
47,47,3:3 FTCA,C(CC(C(C(F)(F)F)(F)F)(F)F)C(=O)[O-],35,medium,O=C([O-])CCC(F)(F)C(F)(F)C(F)(F)F,ISFKSWMQWIRDNC-UHFFFAOYSA-M,32.98911910157339,1.9301377525650272
48,48,PFPrA,C(=O)(C(C(F)(F)F)(F)F)[O-],26,small,O=C([O-])C(F)(F)C(F)(F)F,LRMSQVBRUNSOJL-UHFFFAOYSA-M,-3.284750559,-14.77972213
49,49,3:3 FTCA_intermediate3,C(C(=O)C(C(C(F)(F)F)(F)F)(F)F)C(=O)[O-],39,medium,O=C([O-])CC(=O)C(F)(F)C(F)(F)C(F)(F)F,YYMGNMAMWUIVEN-UHFFFAOYSA-M,17.47012404675332,-0.48461585
50,50,PFBA,C(=O)(C(C(C(F)(F)F)(F)F)(F)F)[O-],33,medium,O=C([O-])C(F)(F)C(F)(F)C(F)(F)F,YPJUNDFVDDCYIH-UHFFFAOYSA-M,-7.725223892,6.639461126457958
51,51,3:3 FTCA_193,C(C(=O)[O-])(C(C(F)(F)F)(F)F)O,30,medium,O=C([O-])C(O)C(F)(F)C(F)(F)F,JNTFGUKXIMXLRS-UHFFFAOYSA-M,27.395030057350112,17.002395925737428
52,52,3:3 FTCA 207b,C(C(C(=O)[O-])O)C(C(F)(F)F)(F)F,31,medium,O=C([O-])C(O)CC(F)(F)C(F)(F)F,BSCNIRCLHVGUEU-UHFFFAOYSA-M,33.73762233522569,0.9887745027016404
53,53,3:3 FTCA_intermediate2,[C-](=O)C(C(C(F)(F)F)(F)F)(F)F,30,medium,O=[C-]C(F)(F)C(F)(F)C(F)(F)F,VYCRIWMQBLQDTF-UHFFFAOYSA-N,32.47850555,2.7020371230979663
54,54,3:3 FTCA_189,C(=C\C(C(F)(F)F)(F)F)/C(=O)[O-],31,medium,O=C([O-])C=CC(F)(F)C(F)(F)F,NEEGCEUNMCQJQF-UHFFFAOYSA-M,-32.77961612,-6.469352496
55,55,3:3 FTCA_intermediate4,[C-](=O)C(C(F)(F)F)(F)F,23,small,O=[C-]C(F)(F)C(F)(F)F,XFFNLSXVZRPNDD-UHFFFAOYSA-N,8.49941311,7.964284412874201
56,56,3:3 FTCA_intermediate6,C(C(=O)C(C(F)(F)F)(F)F)C(=O)[O-],32,medium,O=C([O-])CC(=O)C(F)(F)C(F)(F)F,XGQYALLQYFBMJC-UHFFFAOYSA-M,19.19842429703786,-21.55446285
57,57,C5b-CoA intermediate3,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@H](N2C=NC3=C2N=CN=C3N)O1)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)CC(/C(=C(\F)/F)/F)O)O,132,very big,CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCSC(=O)CC(O)C(F)=C(F)F,NWGPJZNLUAPHLD-UHFFFAOYSA-N,-10.8619498,7.455044330090527
58,58,C5b-CoA intermediate2,CC(C)(COP(=O)(O)OP(=O)(O)OC[C]1[C]([C]([C](N2C=NC3=C2N=CN=C3N)O1)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)/C=C/C(=C(/F)\F)/F)O,122,very big,CC(C)(COP(=O)(O)OP(=O)(O)OC[C]1O[C](n2cnc3c(N)ncnc32)[C](O)[C]1OP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCSC(=O)C=CC(F)=C(F)F,KTDPZDQWHTVCPI-UHFFFAOYSA-N,-13.80384274,-0.588823263
59,59,"4,5,5-trifluoropent-4-enoic acid",C(CC(=O)[O-])/C(=C(/F)\F)/F,27,small,O=C([O-])CCC(F)=C(F)F,YWHZHTHRRXAUFQ-UHFFFAOYSA-M,-4.083684398,-11.13789265
60,60,C5b-CoA intermediate5,CC(C)(COP(=O)(O)OP(=O)(O)OC[C]1[C]([C]([C](N2C=NC3=C2N=CN=C3N)O1)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)C(C(F)(F)O)F)O,116,very big,CC(C)(COP(=O)(O)OP(=O)(O)OC[C]1O[C](n2cnc3c(N)ncnc32)[C](O)[C]1OP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCSC(=O)C(F)C(O)(F)F,PPKXJAPYHAUUHX-UHFFFAOYSA-N,-12.89546244,-0.889237156
61,61,C5b-CoA intermediate6,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@H](N2C=NC3=C2N=CN=C3N)O1)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)C(C(=O)F)F)O,123,very big,CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCSC(=O)C(F)C(=O)F,SYBRENHPANBUAP-UHFFFAOYSA-N,-10.9725855,7.504760939450404
62,62,C5b-CoA intermediate1,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@H](N2C=NC3=C2N=CN=C3N)O1)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)CC/C(=C(\F)/F)/F)O,129,very big,CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCSC(=O)CCC(F)=C(F)F,GGVFQMYGROREEZ-UHFFFAOYSA-N,-10.7932711,7.42990306
63,63,C5b-CoA intermediate4,CC(C)(COP(=O)(O)OP(=O)(O)OC[C]1[C]([C]([C](N2C=NC3=C2N=CN=C3N)O1)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)/C(=C(\F)/F)/F)O,118,very big,CC(C)(COP(=O)(O)OP(=O)(O)OC[C]1O[C](n2cnc3c(N)ncnc32)[C](O)[C]1OP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCSC(=O)C(F)=C(F)F,IBYRJUMKGZQYBI-UHFFFAOYSA-N,-11.43977144,7.473389803951566
64,64,monofluoromalonyl-CoA,CC(C)(COP(=O)(O)OP(=O)(O)OC[C]1[C]([C]([C](N2C=NC3=C2N=CN=C3N)O1)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)C(C(=O)[O-])F)O,117,very big,CC(C)(COP(=O)(O)OP(=O)(O)OC[C]1O[C](n2cnc3c(N)ncnc32)[C](O)[C]1OP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCSC(=O)C(F)C(=O)[O-],OATKGRDKRNIOFQ-UHFFFAOYSA-M,-12.60048542,3.242419094409606
65,65,4:2 FTS,C(CS(=O)(=O)[O-])C(C(C(C(F)(F)F)(F)F)(F)F)(F)F,46,medium,O=S(=O)([O-])CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,TXGIGTRUEITPSC-UHFFFAOYSA-M,-12.08738027,10.492462555663186
66,66,4:2 FTS_intermediate10,[CH-](C=O)C(C(F)(F)F)(F)F,25,small,O=C[CH-]C(F)(F)C(F)(F)F,SERXUANIUBGOAA-UHFFFAOYSA-N,21.252987247451802,-14.83387993
67,67,4:2 FTS_293,C(C(=O)O)(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)O,41,medium,O=C(O)C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,SWPJKZQOLDEXNB-UHFFFAOYSA-N,-2.384736893,-15.56325382
68,68,4:2 FTS_343,C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)O)S(=O)(=O)[O-],49,medium,O=S(=O)([O-])CC(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CLKKXXTUBIGOTC-UHFFFAOYSA-M,-14.86503715,-9.086382477
69,69,4:2 FTS_intermediate3,[C-](=O)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F,37,medium,O=[C-]C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,ZJBOEMSPZGSZSZ-UHFFFAOYSA-N,-27.74119737,-17.87162618
70,70,4:2 FTCA,C(C(=O)[O-])C(C(C(C(F)(F)F)(F)F)(F)F)(F)F,41,medium,O=C([O-])CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,PMNVMTIBUIRJHZ-UHFFFAOYSA-M,4.889964308915671,-12.15553654
71,71,4:2 FTS_257a,C(=C(\C(C(C(F)(F)F)(F)F)(F)F)/F)/C(=O)[O-],42,medium,O=C([O-])C=C(F)C(F)(F)C(F)(F)C(F)(F)F,CMFAKTRZLATJOA-UHFFFAOYSA-M,-23.95602734,-10.14472692
72,72,PFPeA,C(=O)(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)[O-],40,medium,O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CXZGQIAOTKWCDB-UHFFFAOYSA-M,-7.543230976,6.614801766382765
